BearID,Sex,Age,Capture Date,Year,Pop,TypicalSummerHabitat,SummerHabitatDuringHairGrowth,Lat,Long,d15N Air,d13C VPDB,Percent N,Percent C
20901,F,12,4/30/2009,2009,SB,ice,unknown,71.026,-149.4104,21.1,-17.3,17.18,49.41
32366,F,12,4/22/2014,2014,SB,land,unknown,,-144.1053,19,-17.7,14,40.8
22312,F,12,3/26/2016,2016,SB,land,unknown,71.8647,-155.6243,20.2,-18.1,16.5,47.54
32227,F,12,4/7/2012,2012,SB,unknown,unknown,70.7671,-143.2587,19.9,-17.3,16.11,46.31
6439,F,12,11/15/1985,1985,SB,unknown,unknown,70.5667,-143.3333,21.6,-15.8,13.53,39.39
20631,M,12,4/1/2011,2011,SB,unknown,unknown,70.2781,-143.6153,21.5,-16,12.28,36.07
20753,M,12,5/6/2015,2015,SB,unknown,unknown,,-143.8495,20.5,-17,15.01,43.07
20413,F,12,4/24/2009,2009,SB,unknown,unknown,70.286,-146.3747,19,-17.4,15.3,44.17
20838,M,12,4/11/2006,2006,SB,unknown,unknown,70.8719,-146.5117,21.6,-16.8,15.57,45
20539,M,12,4/19/2006,2006,SB,unknown,unknown,70.6309,-146.692,20.3,-16.4,14.01,40.79
6381,F,12,4/2/1985,1985,SB,unknown,unknown,71.3167,-147.1667,22.7,-16,15.05,43
6339,F,12,4/6/1984,1984,SB,unknown,unknown,70.9167,-147.45,21.3,-14.9,15.86,45.5
21015,F,12,4/10/2014,2014,SB,unknown,unknown,,-147.4999,19.2,-17.4,13.47,39.04
6294,F,12,10/30/1983,1983,SB,unknown,unknown,71.15,-149.6667,20.8,-15.3,14.12,41.32
6618,M,12,5/6/1988,1988,SB,unknown,unknown,71.2167,-149.8333,21.9,-15.2,16.91,48.82
20886,M,12,4/16/2008,2008,SB,unknown,unknown,71.0855,-150.799,21.1,-17,14.36,40.9
20414,F,13,4/13/2010,2010,SB,land,land,70.2718,-142.9081,20.9,-16.5,13.23,38.19
21739,F,13,4/16/2017,2017,CS,NA,NA,67.0585,-165.134,20.4,-15.6,15.32,44.47
21197,F,13,3/15/2011,2011,CS,NA,NA,67.545,-165.5524,20.6,-15.2,14.7,42.5
21090,M,13,4/9/2011,2011,CS,NA,NA,67.3477,-165.7415,21.2,-15,15.1,43.4
21186,M,13,4/14/2016,2016,CS,NA,NA,67.513,-166.0492,20.6,-15.5,15.1,44.25
21174,F,13,4/15/2010,2010,CS,NA,NA,67.0222,-166.0706,20.6,-15.5,15,43.4
21083,F,13,3/28/2010,2010,CS,NA,NA,67.6519,-166.5334,20,-15.5,15.1,43.5
21118,M,13,4/21/2009,2009,CS,NA,NA,68.0391,-166.5654,21.6,-15.5,14.3,42.5
6761,F,13,4/1/1988,1988,CS,NA,NA,69.75,-167.05,21.6,-14.8,17.79,51.87
6155,F,13,4/16/1988,1988,SB,ice,unknown,70.0833,-137.2167,21.1,-16.1,16.68,48.61
20910,F,13,5/9/2007,2007,SB,ice,unknown,70.0138,-141.6629,21.4,-17.2,17.27,50.38
6063,F,13,5/15/1985,1985,SB,ice,unknown,71.0667,-147.7,20,-22.2,13.69,40.21
20202,F,13,4/19/2008,2008,SB,ice,unknown,70.6482,-150.7891,20.9,-16.1,15.87,44.87
20726,M,13,4/15/2010,2010,SB,unknown,unknown,70.1523,-141.3177,22.4,-16.2,14.86,42.6
20521,F,13,4/20/2013,2013,SB,unknown,unknown,,-141.3817,20.9,-17.4,13.02,37.86
20580,M,13,4/22/2013,2013,SB,unknown,unknown,,-142.1459,20.8,-17.2,13.27,38.53
21020,M,13,4/17/2009,2009,SB,unknown,unknown,70.7051,-142.2365,21.1,-17.5,15.74,45.49
32227,F,13,4/22/2013,2013,SB,unknown,unknown,,-142.8776,20.2,-17.6,15.04,43.76
20525,F,13,4/17/2013,2013,SB,unknown,unknown,71.0041,-146.448,19.4,-17.1,14.52,41.27
6254,F,13,11/7/1988,1988,SB,unknown,unknown,70.55,-147.1833,21.1,-15.9,15.38,44.36
20710,M,13,4/1/2013,2013,SB,unknown,unknown,70.6717,-147.7431,20.8,-17.2,14.47,42.23
20497,M,13,4/21/2006,2006,SB,unknown,unknown,70.6243,-147.8322,20.8,-17.2,14.84,43.51
6099,F,13,10/26/1983,1983,SB,unknown,unknown,71.05,-148.0333,21.3,-14.8,16.21,47.3
20913,M,13,4/26/2010,2010,SB,unknown,unknown,70.8521,-148.435,21.1,-16.3,15.91,45.74
6375,F,13,4/22/1987,1987,SB,unknown,unknown,70.6333,-149.6167,21.7,-16.1,10.99,32.38
20110,M,13,4/12/2014,2014,SB,unknown,unknown,71.1492,-149.7437,19.2,-16.5,14.5,41.97
6291,F,13,10/28/1983,1983,SB,unknown,unknown,70.8667,-149.7667,21.6,-14.8,17.12,49.91
1504,F,13,3/28/1984,1984,SB,unknown,unknown,71.5333,-155.5333,22.4,-15.2,14.32,41.64
20529,F,14,8/11/2009,2009,SB,land,land,70.8551,-152.4093,20.8,-16.1,16.17,46.43
6712,M,14,4/3/1987,1987,CS,NA,NA,NA,NA,20.3,-14.1,17.64,51.47
6725,F,14,4/22/1987,1987,CS,NA,NA,NA,NA,20.8,-14.3,13.88,40.4
20879,M,14,4/1/2010,2010,CS,NA,NA,67.3432,-164.2303,20.9,-15.2,14.7,43
6751,F,14,3/19/1988,1988,CS,NA,NA,66.8667,-165.7833,21.3,-14.7,16.71,48.6
21602,F,14,3/28/2015,2015,CS,NA,NA,66.9956,-165.8165,20,-15.2,17.28,49.8
21107,M,14,4/15/2009,2009,CS,NA,NA,67.7759,-165.8556,20.6,-14.7,15.7,45.3
20688,F,14,4/15/2009,2009,CS,NA,NA,67.7916,-165.8689,20.7,-15.5,14.8,42.8
21695,M,14,4/19/2016,2016,CS,NA,NA,67.1949,-166.1538,21.1,-15.6,15.41,45.38
21077,M,14,4/26/2008,2008,CS,NA,NA,67.7898,-166.1592,20.7,-15.1,14.8,42.3
21627,F,14,4/15/2015,2015,CS,NA,NA,67.7666,-166.288,21.1,-15.9,16.37,47.48
21083,F,14,4/27/2011,2011,CS,NA,NA,67.2025,-166.7636,20.4,-15.1,14.1,39.9
21705,M,14,3/24/2017,2017,CS,NA,NA,66.9118,-166.7706,20.7,-15.3,14.73,42.96
21696,F,14,4/19/2016,2016,CS,NA,NA,67.395,-166.8241,19.4,-15.1,16.53,47.93
21188,F,14,4/22/2010,2010,CS,NA,NA,67.8414,-166.8412,20.7,-15.7,15.3,43.5
21662,F,14,4/5/2016,2016,CS,NA,NA,67.8209,-167.1943,21.1,-17.1,14.16,41.15
20905,F,14,5/7/2007,2007,SB,ice,unknown,70.1962,-142.1601,20.2,-17.3,15.12,43.7
20442,F,14,5/1/2006,2006,SB,ice,unknown,70.7684,-148.8671,20.4,-17.1,13.67,39.69
2599,M,14,4/30/1983,1983,SB,unknown,unknown,69.8667,-141.0333,21.6,-16.5,14.43,41.69
20571,M,14,4/17/2009,2009,SB,unknown,unknown,70.4621,-141.664,20,-16.6,14.76,42.38
20908,F,14,5/8/2007,2007,SB,unknown,unknown,70.2321,-142.5002,21,-17,15.95,45.94
20818,F,14,4/28/2005,2005,SB,unknown,unknown,70.5534,-142.9287,21.6,-15.8,13.05,38.11
20550,M,14,4/1/2011,2011,SB,unknown,unknown,70.2242,-143.1792,21.7,-16.8,15.09,43.63
20555,M,14,5/7/2007,2007,SB,unknown,unknown,70.3637,-143.7271,20.1,-16.8,15.68,45.35
20556,M,14,4/28/2008,2008,SB,unknown,unknown,70.2179,-144.5386,21.4,-16.4,15.49,44.69
21045,F,14,4/13/2015,2015,SB,unknown,unknown,,-145.1099,19.4,-17.2,12.46,36.26
20424,M,14,4/19/2010,2010,SB,unknown,unknown,70.252,-145.7283,20.3,-16.8,13.47,39.54
20751,M,14,4/22/2012,2012,SB,unknown,unknown,70.5181,-147.4362,20,-16.5,13.99,40.41
6398,F,14,4/28/1985,1985,SB,unknown,unknown,70.3833,-147.6333,21.4,-16.6,13.76,40.25
20112,F,14,5/8/2006,2006,SB,unknown,unknown,70.7826,-149.5062,21.2,-16.7,16.72,48.47
20497,M,14,4/1/2007,2007,SB,unknown,unknown,71.0045,-150.753,20,-17.2,16.56,46.99
6264,F,14,4/16/1988,1988,SB,unknown,unknown,71.15,-152.2667,20.4,-16.5,16.36,47.51
20195,M,14,3/27/2016,2016,SB,unknown,unknown,,-153.316,20.8,-16.8,14.28,41.75
20854,M,14,3/27/2016,2016,SB,unknown,unknown,,-155.4208,20.5,-17.8,13.79,39.98
6312,M,14,3/22/1984,1984,SB,unknown,unknown,71.6667,-156.3333,21.7,-16.1,13.23,38.22
21107,M,15,4/22/2010,2010,CS,NA,NA,67.7816,-165.7911,20.6,-15.3,15.3,44.3
21080,F,15,4/26/2008,2008,CS,NA,NA,67.848,-166.0664,20.2,-16,19.1,54.8
21729,M,15,4/2/2017,2017,CS,NA,NA,67.0124,-166.1543,19.6,-14.8,15.91,45.97
6596,F,15,3/30/1987,1987,CS,NA,NA,66.8333,-167.3667,20.6,-13.9,16.42,47.3
21115,M,15,4/19/2009,2009,CS,NA,NA,68.3465,-168.221,21.8,-15.4,15.8,46.5
21615,F,15,4/11/2015,2015,CS,NA,NA,67.9463,-168.2646,20.3,-15.4,13.91,40.08
21219,F,15,4/2/2011,2011,SB,ice,unknown,70.2243,-141.9394,20.7,-17.5,12.63,36.27
20910,F,15,10/26/2009,2009,SB,ice,unknown,72.2095,-145.955,20.4,-17.3,15.33,44.72
20705,F,15,4/13/2004,2004,SB,ice,unknown,70.8258,-145.9905,21.7,-15.7,16.19,47.2
6201,F,15,4/16/1988,1988,SB,ice,unknown,71.2,-152.9667,21.2,-15.6,12.83,37.48
6375,F,15,4/8/1989,1989,SB,unknown,unknown,69.9667,-138.2667,20.9,-16.6,15.1,43.87
20902,F,15,5/7/2007,2007,SB,unknown,unknown,70.1984,-142.4023,17.9,-18.2,16.39,47.43
20490,M,15,4/29/2008,2008,SB,unknown,unknown,70.1495,-143.0598,20.2,-17.6,16.56,46.92
6307,F,15,11/7/1983,1983,SB,unknown,unknown,70.2333,-143.1833,20.8,-14.7,15.49,44.86
20498,M,15,4/17/2010,2010,SB,unknown,unknown,70.4063,-143.4562,20.3,-16.8,18.16,52.82
6432,M,15,11/5/1985,1985,SB,unknown,unknown,70.35,-143.7333,22.7,-15.2,16.99,49.43
6345,M,15,4/9/1984,1984,SB,unknown,unknown,70.6167,-147.0667,22.1,-16.5,19.12,55.36
20424,M,15,4/24/2011,2011,SB,unknown,unknown,70.422,-147.1861,20.5,-16.3,15.32,44.44
20642,M,15,4/13/2013,2013,SB,unknown,unknown,,-147.3127,21.2,-18.1,15.61,44.8
32362,M,15,4/15/2015,2015,SB,unknown,unknown,,-147.7235,21.8,-16.5,15.06,43.48
1920,F,15,4/1/1989,1989,SB,unknown,unknown,70.6833,-147.7667,21.3,-14.9,14.1,41.41
20185,F,15,4/18/2008,2008,SB,unknown,unknown,70.6796,-148.886,20.5,-16.9,13,37.01
6686,F,15,3/29/1989,1989,SB,unknown,unknown,71.3333,-151.3333,22.3,-15.4,14.85,43.21
6439,F,15,10/30/1988,1988,SB,unknown,unknown,70.9833,-151.7167,21.3,-15.5,15.73,45.48
20449,M,15,4/12/2008,2008,SB,unknown,unknown,71.138,-152.5865,21.2,-15.7,16.84,48.64
20110,M,15,3/21/2016,2016,SB,unknown,unknown,71.4832,-155.63,20.9,-16.3,16.39,48.09
21194,F,16,4/1/2015,2015,CS,NA,NA,67.2399,-164.661,20.7,-15.5,17.4,50.13
21634,F,16,4/17/2015,2015,CS,NA,NA,67.3425,-165.0136,20.4,-15.6,14.91,43.42
21673,F,16,4/9/2016,2016,CS,NA,NA,67.1089,-166.0737,20.6,-15.7,15.27,44.7
21711,F,16,3/26/2017,2017,CS,NA,NA,67.5907,-166.4286,21.3,-16.4,15.37,44.66
21119,M,16,4/28/2009,2009,CS,NA,NA,67.2627,-166.4334,21.5,-15,14.4,42.8
21643,M,16,4/27/2015,2015,CS,NA,NA,67.3944,-166.5131,20.3,-15.6,14.26,41.48
21107,M,16,4/12/2011,2011,CS,NA,NA,67.5304,-166.6238,21.5,-14.6,14.9,42.5
21092,M,16,4/3/2009,2009,CS,NA,NA,67.8367,-166.9271,21,-15,15.8,45.3
21722,F,16,3/30/2017,2017,CS,NA,NA,67.6621,-167.0893,19.9,-15.4,12.69,37.57
21723,M,16,3/30/2017,2017,CS,NA,NA,67.6621,-167.0893,20.7,-15.4,18.97,56
20794,F,16,3/20/2010,2010,CS,NA,NA,68.1083,-167.2171,21,-15.1,13.7,39.4
21105,F,16,4/13/2009,2009,CS,NA,NA,67.6154,-167.5724,20.4,-15.3,16.1,46.8
21670,F,16,4/8/2016,2016,CS,NA,NA,67.4838,-167.6558,20.6,-16.4,15.21,44.74
21104,M,16,4/13/2009,2009,CS,NA,NA,67.4666,-168.123,21,-15.8,15.8,45.4
20905,F,16,10/19/2009,2009,SB,ice,unknown,71.8062,-134.1368,19.6,-17.3,15.56,44.69
21296,F,16,4/11/2012,2012,SB,ice,unknown,70.4143,-143.5357,20.9,-17.8,13.79,39.93
6700,F,16,4/18/2005,2005,SB,ice,unknown,70.8901,-147.8815,21.6,-17,16.21,46.9
20202,F,16,4/16/2011,2011,SB,ice,unknown,71.0703,-157.5484,21,-16.7,15.18,43.41
20193,F,16,4/18/2005,2005,SB,land,unknown,70.4855,-147.576,20.5,-16,14.69,42.5
9433,F,16,4/24/1985,1985,SB,unknown,unknown,70.4167,-142.5,21.3,-16.4,12.98,37.77
20497,M,16,4/13/2009,2009,SB,unknown,unknown,70.1737,-142.5755,19.8,-17.1,15.11,43.99
20449,M,16,4/18/2009,2009,SB,unknown,unknown,70.0949,-144.4981,21.1,-17.1,15.04,44.08
20594,M,16,4/18/2010,2010,SB,unknown,unknown,70.0784,-145.1953,20.7,-17.3,15.53,45.08
21405,M,16,4/23/2016,2016,SB,unknown,unknown,70.8202,-145.4322,19.5,-17.6,15.98,46.09
21402,F,16,4/22/2016,2016,SB,unknown,unknown,70.7202,-146.8342,21.1,-18.2,15.41,44.89
1222,F,16,5/11/1985,1985,SB,unknown,unknown,70.6167,-147.3667,21.9,-16.2,13.83,40.53
32261,M,16,4/9/2014,2014,SB,unknown,unknown,70.8455,-147.4522,20.9,-16.5,16,45.83
1576,M,16,5/6/1984,1984,SB,unknown,unknown,70.7167,-148.1333,21.6,-15.9,15.23,44.03
20642,M,16,4/6/2014,2014,SB,unknown,unknown,,-148.3105,21.4,-17.9,15.81,45.59
20600,F,16,4/26/2010,2010,SB,unknown,unknown,70.7727,-148.5109,21.1,-17.1,12.28,35.39
20853,M,16,2/25/2006,2006,SB,unknown,unknown,70.8855,-148.8846,21.7,-16.4,14.48,42.42
20878,M,16,4/6/2010,2010,SB,unknown,unknown,71.7789,-155.5185,20.6,-16.9,15.52,45.62
